attractionName,reviewerName,reviewTitle,ratings,reviewDate,reviewText,reviewerProfilePicURL,reviewURL,compound_score,sentiment_category,wordCount,usefulness,usefulness,usefulness,No. of Useful,,,
Jurong Bird Park,Adventure30424057901,Jurong Bird Park Encounter,50,11-Jan-19,We loved doing the hands on encounter at Jurong. Getting up close to the amazing raptors and Sally the hornbill who won over our hearts was a great experience. The park is filled with friendly staff and wonderful birds. Cant wait to see the new park in 2020,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ed/00/default-avatar-2020-4.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r645029003-Jurong_Bird_Park-Singapore.html,0.9812,Positive,48,useful,useful,useful,3,,,
Night Safari,CJoannn,"Good Experience, even as a local",40,4-Oct-19,"Its pretty dark at night, sometimes you are unable to see the animals, the trekking paths are quite easy to trek, just beware of the night tram that crosses. The paths are not very well lit as its a sanctuary for the wildlife. Do wear proper shoes! :)",https://media-cdn.tripadvisor.com/media/photo-l/15/c5/01/a1/charlotte-j.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r677484596-Night_Safari-Singapore.html,0.825,Positive,48,useful,useful,useful,3,,,
Singapore Botanic Gardens,IanandMarionF,Nothing special,30,26-Jan-18,The gardens are free to enter but on a rainy day in January we were just sloshing along waterlogged paths looking at nothing very much - sadly there are no plant identification markers. The best bit is undoubtedly the orchid house for which there is an admission fee.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f0/d5/default-avatar-2020-17.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310900-r672007969-Singapore_Botanic_Gardens-Singapore.html,0.1542,Positive,48,useful,useful,useful,3,,,
Singapore Flyer,PED1_8_74,Amazing!,50,17-Oct-19,"I visited the flyer just as daylight was fading, and couldn't have timed it better. To see the aerial view change from day through to night was unbelievable, and was astounded at just how far could be seen. Not inexpensive, but definitely a must visit if in Singapore",https://media-cdn.tripadvisor.com/media/photo-l/03/32/03/75/ped1-8-74.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r718942284-Singapore_Flyer-Singapore.html,0.0933,Positive,48,useful,useful,useful,3,,,
Singapore Flyer,Rach979,Great views,40,2-Nov-19,"This is a great way of having a view of the many Singapore land marks. You can pay more for a private pod and to have champagne, but the basic one is fine and goes over just long enough to enjoy the birds eye view without becoming bored.",https://media-cdn.tripadvisor.com/media/photo-l/15/98/6c/24/caption.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r723260333-Singapore_Flyer-Singapore.html,0.8927,Positive,48,useful,useful,useful,3,,,
Singapore Zoo,Strayanadvisor,One of the Better Zoos Ive Been to.,40,11-Jan-20,We spent about 3 hours walking the Singapore Zoo and were constantly amazed at its fantastic set up and design. Seeing the orang-utans climbing above you on ropes was ingenious. Theres renovations currently so parts of the zoo are close to the noise but its not too distracting.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f3/7c/default-avatar-2020-29.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r738396992-Singapore_Zoo-Singapore.html,0.6939,Positive,48,useful,useful,useful,3,,,
Night Safari,W599MOkareng,Attentive and considerate service,50,30-Jan-21,"Brought our elderly parents for their first time to the night safari and it was a pleasant experience. Since the last time I went was more than a decade ago, we didn't realise there was a long queue and wait for the popular Creatures of the Night show. Seeing we were probably looking kind of lost and my mum's mobility challenges, an attentive staff, Damian came forth to help us and made recommendations for us to go on the tram ride first and come back for the next show. He kindly helped us to the priority queue for the tram ride and when we came back later for the show, directed us to where my mum could sit more comfortably as we waited for our turn. Kudos and thank you to Damian and the staff at the Night Safari for their excellent service, friendliness and helpfulness!",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/4a/default-avatar-2020-42.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r782018782-Night_Safari-Singapore.html,0.9808,Positive,146,useful,useful,useful,3,,,
Gardens by the Bay,Alan S,Worth a visit day and night,40,9-Oct-19,"Two different experiences. By day you can enjoy wandering the gardens looking at the natural plants, by night you can enjoy the man made giant flower light and music show.CAUTION: - the beverages in the bar are not as good value as other places you can find in Singapore..",https://media-cdn.tripadvisor.com/media/photo-s/01/2e/70/9a/avatar026.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r716561148-Gardens_by_the_Bay-Singapore.html,0.666,Positive,49,useful,useful,useful,3,,,
Night Safari,Patmar2501,Love it!,50,11-Jan-20,We bought the 8.15pm tickets and after entering we were promptly told over the loud speaker as well as as we were moving through the ticketing gate that we could go a certain way to get on the tram or you could go another way if you wanted to walk around. We had a tired tween so we took the tram ride which was informative and maybe we were just lucky but we saw loads of animals. after the tram ride did it's circuit we then lined up for about 15 minutes for the night show. Fabulous. If you've been to a few zoo's it's not the absolute most awesome show I've seen but well worth it and I wouldn't suggest missing it. You could have then walked around again if you wanted to as the Zoo is open until very late but we left after the the once around tram ride and show.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/11/default-avatar-2020-41.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r738371475-Night_Safari-Singapore.html,0.9594,Positive,154,useful,useful,useful,3,,,
Gardens by the Bay,MDanao,Very nice,30,26-Sep-15,Structurally amazing.. but a bit disappointed in the flower dome as most of the flowers were just in the pots (arranged beautifully tho) and have not seen any butterflies - i would have thought there must have some sort of natural balance in the dome. Overall a nice experience,https://media-cdn.tripadvisor.com/media/photo-l/06/ea/36/59/macarmelita.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r313696975-Gardens_by_the_Bay-Singapore.html,0.8693,Positive,49,useful,useful,useful,3,,,
Night Safari,michellev415,"Lions, tigers and... oh wait, yeah there's a bear too",50,26-Oct-19,"My partner and I pre-booked night safari before we left for Singapore - and that did save waiting in line for tickets.The later you go the less crowds there are and lines for the bus tour and live show are smaller. Also with less people the animals are more likely to come out of hiding. We got there at around 8.30 and after 9.30 crowds were starting to dwindle. We got a cab to and from the safari. It was pretty straightforward.What I enjoyed most was the walking trails. They're short but you can go at your own place unlike with the bus, where you stop for 20 seconds and then move along.Also, a tip for other visitors PLEASE TURN OFF YOUR FLASH AND TORCH. They're nocturnal animals and sensitive to the light - why are you holding the light up in its face like you're interrogating the poor thing? Just rude.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e7/fe/default-avatar-2020-58.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r721365933-Night_Safari-Singapore.html,0.0257,Neutral,152,useful,useful,useful,3,,,
Jurong Bird Park,Skeets2014,Amazing bird park!,50,8-Apr-18,"Jorong Bird Park is lively, colourful, and well-maintained. The aviaries are large and lush, giving the birds plenty of space to fly. We loved both bird shows. It's a great deal to have your 1-day pass converted into a year pass with no extra charge. I highly recommend it!",https://media-cdn.tripadvisor.com/media/photo-l/06/0c/5e/1b/skeets2014.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r571837249-Jurong_Bird_Park-Singapore.html,0.9347,Positive,49,useful,useful,useful,3,,,
Jurong Bird Park,rubelnasim,Exciting place with kids,40,22-Apr-17,Very wonderful experience to visit this park. My kid enjoyed a lot. The bird show was interesting & we enjoyed the trum ride also. This park is accessible by MRT-bus from town; however it's convenient & time worthy to use taxi. There is a Pizza Hut inside the park.,https://media-cdn.tripadvisor.com/media/photo-l/15/4f/7c/50/caption.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r477920796-Jurong_Bird_Park-Singapore.html,0.945,Positive,49,useful,useful,useful,3,,,
Night Safari,Pritpal P,Great Zoo,50,20-Sep-19,"Get in early (at opening time) to enjoy it. The first thing we did was get into the queue for the tram ride. It was near dusk so not quite dark when we went in, but the queue was 20-30 minutes and fully dark when the tram started.We saw almost every animal that the tram passed (elephants, lions, tigers, etc). After the tram, we started with the trails. Walking around the zoo at night was a novel experience. I'd say that there was a 50% chance of seeing most things the train takes you past (some animals were still hiding, while others were very visible).We took our time wondering around, and even stopped to listen to a talk being given at the wallaby's.If your going to the Creatures of the Night show, make sure to sit in the middle section. We ended up at the right hand side and some of the animals were out of sight for us.We didn't bother with the illumination walk...",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e9/bb/default-avatar-2020-65.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r711354689-Night_Safari-Singapore.html,0.9043,Positive,165,useful,useful,useful,3,,,
Night Safari,NinaAsia,Very enjoyable solo visit,50,11-Sep-19,"The Night Safari only opens at 7:15pm. But plan to get there early to catch the Thumbuakar Fire show at 6:45pm. As soon as the safari opens, proceed to your right and catch the first show of Creatures of the Night at 7:15pm. Both shows are very entertaining!After the show, do not join the crowds to catch the trams to take the 30 minute ride around the park. Tram 1 ( English tour) has a very very long queue so don't waste your time. Instead do the 3 walking trails first. Yes it can be very dark and scary but there are park personnel at some places to help you. You will get adrenaline rushes from time to time. For me, it was when I realised the spotted hyena was too close for comfort. But there were nice surprises like I saw a little bat sucking on banana juice strategically placed along a path on the fishing cat trail. Unfortunately it's very shy and will fly off when more people come.I caught tram no. 1 at 8:45pm. By then, there was no longer a queue. The tram ride showed many animals you cannot see on the walking trails. Sometimes the animals like the tapir, some deer were less than a meter away from the tram that night.A very enjoyable 3 hour visit!",https://media-cdn.tripadvisor.com/media/photo-l/07/f0/4b/7b/ninaasia.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r708693533-Night_Safari-Singapore.html,0.922,Positive,222,useful,useful,useful,3,,,
Singapore Cable Car,AddyMit,A must do during Singapore visit,50,29-Jun-19,"This should not be missed during a Singapore visit - and must be done from Mount Faber to Sentosa. Beautiful, scenic, systematic and safe. A truly fantastic experience. Best to take it around noon to reach Sentosa and return at night to enjoy both daylight & night time views.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f4/d0/default-avatar-2020-33.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r685131868-Singapore_Cable_Car-Singapore.html,0.9709,Positive,49,useful,useful,useful,3,,,
Singapore Cable Car,M0xie4,A must do in Singapore,50,29-Apr-19,"We caught the MRT to Harbourfront and then got on the MT Faber Line. It's a fabulous way to travel, and to sit above and watch one of the busiest ports in the world. We bought the tickets to do the Sentosa Cable Car too. Lots of photo opportunities.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f1/42/default-avatar-2020-20.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r670014175-Singapore_Cable_Car-Singapore.html,0.7184,Positive,49,useful,useful,useful,3,,,
Singapore Flyer,SKT88,Spectacular,50,19-Nov-19,Ride the Singapore Flyer at night for a spectacular night view of Singapore.Absolutely a must if you are visiting Singapore for the 1st time or a return visitor that has not been on this before.The staff are very friendly and attentive so it was just a really enjoyable time.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/a7/default-avatar-2020-44.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r727331071-Singapore_Flyer-Singapore.html,0.7708,Positive,49,useful,useful,useful,3,,,
Singapore Flyer,Chrisinkingwood2,Great views if not for the smoke and haze,40,28-Sep-19,We really looked forward to this having done large ferris wheels like this in London and Brisbane but our luck was not with us as it was so smokey and hazy from fires burning in Malaysia.Wish they offered a discount ticket for the days the view is not good.,https://media-cdn.tripadvisor.com/media/photo-o/04/8c/04/2e/chris-s.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r713421965-Singapore_Flyer-Singapore.html,0.3901,Positive,49,useful,useful,useful,3,,,
Singapore Zoo,berryandshaun,Disappointing,10,21-Dec-16,"We really did not enjoy our time here. The zoo is depressing. The elephant show is disgusting. A small elephant was made to push heavy logs through water for the entertainment of people!!?!If you love elephants, go see them in the wild at Kinabatangan in borneo, so much better.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e4/59/default-avatar-2020-49.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r445735264-Singapore_Zoo-Singapore.html,0.4875,Positive,49,useful,useful,useful,3,,,
ArtScience Museum at Marina Bay Sands,Clusters4,A quick atop,30,25-Oct-16,We did the Esther tour. We were told the future tour was more geared towards children.It took an hour. Was pleasant. Slow paced. Tickets cost about $12 as we got a discount being guests of the marina bay sands.Nice little gift room at the end. It was an ok experience.,https://media-cdn.tripadvisor.com/media/photo-o/03/c7/f0/7d/clusters4.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2138895-r507780127-ArtScience_Museum_at_Marina_Bay_Sands-Singapore.html,0.7968,Positive,50,useful,useful,useful,3,,,
Night Safari,MRS616,Really worth doing - don't believe the critics,40,26-Aug-19,"I had a very limited time schedule in singapore and after reading reviews here I almost didn't do this because there were so many negatives. However friends who live in singapore told us it was a must see and gave us tips on missing the crowds. It was really worth doing but I think it is worth reading the following tips:Tips:1. It takes a long time to get here on public transport (this Is surprisingly information that isn't emphasised anywhere I found). If you are planning to do the MRT to ang mo kio and then the bus there, it does go straight to the doors but the bus ride is quite long (and it's a public bus so it stops multiple times on the way). It takes around 35-40 minutes on the bus (in light traffic) so be aware of this and factor an hour total travel time if doing the above. I personally would just take a taxi if I went next time (a 'grab' taxi from the city will cost around 18-20 dollars). We took a standard taxi home (to novena area) and it cost around 35 bucks, grab is much cheaper (Uber equivalent in singapore which is pretty good).2. GO LATER (perhaps aim to arrive between 2000-2100, go watch sunset first somewhere else) and aim to do the tram ride later when most people have gone. We had this advice from friends and basically we took the last tram ride (2215) and the queue was minimal (maybe 10 minutes). Friends have said definitely don't queue up for the tram rides before 2100 as it is packed (note queuing is the cause of most of the negative reviews).3. If you decide to go a bit earlier than 2100 then do all the walking trails FIRST and then the tram ride later. There are a lot of great animals you won't see on the tram at all, and you will see much closer up and have time to appreciate including tigers and leopards. Also on the tram there are animals that you don't see but then I ended up seeing on the walking tracks (eg. I saw the lions and the leopard which I missed on the tram). Factor around an hour at least to do the walking tracks at pace, more if you want to dawdle and read all the info etc. I think it's actually more enjoyable than the tram....4. The tram ride is not that enjoyable, as it is ruined by Chinese tourists talking loudly and incessantly so you can barely hear the commentary. Also the commentary is a real Disney style pre-recorded blurb, it's sad they don't choose to have the driver do a live commentary. There are a few (not that many) areas that you won't get to see on walking tracks though, so it is still worth doing.So in conclusion it's a really good experience and you see some great animals - just take my advice and- arrive later- do walking tracks first and tram after to avoid huge queues for tram- factor at least 2 hours for the whole visit- factor in an hour to get there if using public transport (I would take a grab taxi!)",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f1/b8/default-avatar-2020-22.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r673717013-Night_Safari-Singapore.html,0.9851,Positive,536,useful,useful,useful,3,,,
Night Safari,IsobelH195,"Great zoo, shame about the tram queue",40,13-Aug-19,"We had 8.15pm entry tickets so arrived early to enjoy the African drumming and fire show. The queue for the tram was long so we walked around the zoo first.. really enjoyed this, even though it was still very hot. We saw about 80-90% of the animals, which is pretty high for a zoo.Joined the tram queue at 9.45pm and didn't get on it till 11pm. The queue was very hot, made easier by an enterprising employee selling cold drinks halfway round. I enjoyed the tram ride but if I'd known the queue would take that long I'd have skipped it. They also really need to oil the connections between tram carriages.. lots of squeaking!",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e7/3d/default-avatar-2020-55.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r728533623-Night_Safari-Singapore.html,0.8563,Positive,115,useful,useful,useful,3,,,
Singapore Zoo,saeed345,Bad Travel Agency,10,4-Jul-18,"I bought the tickets via trip advisor by this Agency, I went to the zoo by taxi not by their driver when I reached their I found that my tickets has been cancelled because the driver is no longer in the zooSo I forced to buy new tickets",https://media-cdn.tripadvisor.com/media/photo-l/06/65/be/58/saeed-b.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r592990732-Singapore_Zoo-Singapore.html,-0.7003,Negative,48,useful,useful,useful,3,,,
Jurong Bird Park,greenprincess222,Good day out,30,4-Oct-18,The waterfall Avery is absolutely amazing. If you do one thing then do this. It's very hilly so I would recommend getting the tram up to the top. The keepers were knowledgeable and pelican feeeding was great. However the bird of pray show was disappointing as it was mainly vultures.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f0/48/default-avatar-2020-15.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r622141663-Jurong_Bird_Park-Singapore.html,0.861,Positive,50,useful,useful,useful,3,,,
Night Safari,NiPat5,One Loop on Tram Goes by Fast,40,2-Jul-19,Did a night safari with my kids. The lobby area is nice and has a sit down restaurant as well as fast food and some gift shops and an ice cream shop.The actual tram loop goes by pretty fast. I think we were only on the tram for about 40-45 mins. The rest of the time we walked 2 of the trails. The trails were good and offered better views of some of the animals.We caught a bit of the fire show at the end just before closing. People seemed to enjoy it and the performers stayed behind to take pictures with anyone who wanted one.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ef/73/default-avatar-2020-13.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r700688352-Night_Safari-Singapore.html,0.9493,Positive,106,useful,useful,useful,3,,,
Singapore Botanic Gardens,_ntwali,Magnificent Display,30,13-Feb-19,On the places to see in Singapore is the gardens a great display of many plant varieties from all over the World on show in all their glory. It is truly amazing what has been done by the Management and Staff you will not be disappointed with what you see.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/7a/default-avatar-2020-25.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310900-r604459245-Singapore_Botanic_Gardens-Singapore.html,0.9506,Positive,50,useful,useful,useful,3,,,
Night Safari,O538WAlynnh,Don't expect too much,30,8-Nov-19,You will have to wait quite a while to ride the tram.And it's too dark to see the animals.Don't expect too much.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/11/default-avatar-2020-23.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r678450793-Night_Safari-Singapore.html,0,Neutral,22,useful,useful,useful,3,,,
Night Safari,tumbulgum,Disappointed ð,30,20-Oct-19,"I understand many will not agree with me however this attraction has changed over the years and has lost its charm. Firstly you book and allotted time for the tram 7.15, 8.15, 9.15 all have 1000 spaces. After we finally did the 7.15 tram ride the show was fully booked no spaces till the 9.30 show room for only 750 persons. For us a one & half hour wait. Last transportation bus to MRT leaves at 10 40pm, just all didn't work out. In my opinion it's just far overbooked and we left feeling very disappointed. FYI went to the zoo in the daytime and had a great experience. I would not do again and unfortunately would not recommend. What's happening with the animals & conservation is great but they've lost the human side to the almighty dollar.",https://media-cdn.tripadvisor.com/media/photo-l/05/d3/0a/df/tumbulgum.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r677497887-Night_Safari-Singapore.html,0.0026,Neutral,138,useful,useful,useful,3,,,
Singapore Zoo,Nchanthio,Worse safari ever! Never again.,10,23-Dec-18,"Not value for money, over crowed, disorganised, 45mins in queue to redeem tickets which have been bought online, 1 hour in queue for the night safari. Huge waste of time and money. We feel that we have spent our day waiting in queues for not much to see.Not recommended!",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e7/99/default-avatar-2020-57.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r641123915-Singapore_Zoo-Singapore.html,-0.2565,Negative,49,useful,useful,useful,3,,,
Night Safari,CindersS25,Average,30,18-Jun-19,"Our group of 7 attended the night safari. With plenty of food options available we all had Dinner before our 8.15pm entry. The fire show just before entry was very good and entertaining. After finally entering the zoo we decided to walk around the zoo for a while before jumping on the bus tour as the wait was 45minutes long!! We headed back to the bus after a while when the line was still 35mins long. As the wait was so long we missed a couple of shows. The bus tour was really very good and the highlight was passing the wolf enclosure to have them howling to our hearts content!! After the bus tour we finished up with the night encounter show which was o.k. I'm only giving the night safari 3 stars because there were too many people which meant waiting times were too long and therefore not possible to attend everything on offer. I must disclose that we went during Singapore School Holidays, but a cutoff should still be applied in my opinion.",https://media-cdn.tripadvisor.com/media/photo-l/06/37/9b/85/cinderss25.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r633881916-Night_Safari-Singapore.html,0.875,Positive,176,useful,useful,useful,3,,,
National Museum of Singapore,josepB7825KI,Too simple,20,18-Mar-15,"The museeum itself its well appointed and very well kept, unfortunately the exhibits are simple and lack the deep research I was looking for.I got the gist of the Singapore history and foundation but, I ended up with the idea that they really don't know much about the early settlements.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ee/10/default-avatar-2020-8.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324550-r260255450-National_Museum_of_Singapore-Singapore.html,-0.0607,Negative,50,useful,useful,useful,3,,,
Night Safari,Go48738095244,train commentary too lood and too much,30,14-Mar-19,expected more - did not know before that there are two parks - one for the night safari is different...,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/eb/default-avatar-2020-27.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r721567809-Night_Safari-Singapore.html,0,Neutral,20,not useful,not useful,not useful,0,,,
Singapore Cable Car,Rica Mae B,expensive and very short ride,10,1-Jan-15,so so so so not worth it. the title says it all.free pins and masks wont even cover for the price.should have ust taken the bus or mrt or cab going to sentosa which would have saved me money and time. there's even no view to see.totally not worth it.,https://media-cdn.tripadvisor.com/media/photo-l/07/c5/d5/4f/ricamae.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r246754831-Singapore_Cable_Car-Singapore.html,-0.3125,Negative,50,not useful,not useful,not useful,0,,,
National Museum of Singapore,arijitbasu79,Terrible,10,16-Jun-17,"No need to visit their as a Tourist. It will be complete wastage of money. If you are living in Singapore for long time , then you can visit. Apart from 2-3 items all bogus. You can see those in your house only. Like Black-White TV, Eveready Battery, old radio etc.",https://media-cdn.tripadvisor.com/media/photo-l/17/d8/d7/48/arijitbasu79.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324550-r493463817-National_Museum_of_Singapore-Singapore.html,0.0772,Positive,51,useful,useful,useful,3,,,
Singapore Botanic Gardens,imthecraziestdude,Always a good time! beautiful nature! best picnics in Singapore!,50,9-Sep-20,I love greens and long walks! So I will come over often!We used to do a picnic over there every month! but we stopped for awhile!Its big wonderful and cheering place ! A bit far from the center but it has a mrt just in front of the entrance!enjoy your day!,https://media-cdn.tripadvisor.com/media/photo-l/1b/f2/66/fc/imthecraziestdude.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310900-r769477006-Singapore_Botanic_Gardens-Singapore.html,0.9172,Positive,51,useful,useful,useful,3,,,
Sands Skypark Observation Deck,Kandarp09,Nice view,50,14-Feb-20,#NAME?,https://media-cdn.tripadvisor.com/media/photo-l/0b/89/1b/0e/kandarp09.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r744899374-Sands_Skypark_Observation_Deck-Singapore.html,0,Neutral,1,useful,not useful,not useful,1,,,
Gardens by the Bay,Nista78,A MUST VISIT,50,23-Feb-20,"Take a break from the punishing tropical heat of Singapore and immerse yourself in a perfect climate controlled environment. I love this sci fi garden with beauty design .it is a wonderful way to spend time with some greenery and learn about various beautiful flora!Like every Singaporean would say ,'� Come LAH!'�",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/e6/default-avatar-2020-45.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r746717145-Gardens_by_the_Bay-Singapore.html,0.9537,Positive,52,useful,useful,useful,3,,,
Gardens by the Bay,Thusha312,world class garden to visit,50,21-Feb-20,"its a pity and more to a blessing in disguise that the virus is ongoing and we ahev almost the whole garden to ourselves. Garden is of world class standard and most recommended to visit if you are in the area, best to come towards the evening and avoid the sunny sun",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e3/6a/default-avatar-2020-47.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r746461730-Gardens_by_the_Bay-Singapore.html,0.7996,Positive,52,useful,useful,useful,3,,,
Gardens by the Bay,LydiaRoseB92,A must do for tourists!,40,12-Feb-20,"Anyone visiting Singapore should take a trip here. If you are less interested in going inside the domes (which can be pricey) you can just take a walk around the park for free, which is equally as nice. It gets warm so bring water. A must visit when you are in Singapore.",https://media-cdn.tripadvisor.com/media/photo-l/06/08/16/3f/lydiahannahrose.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r744425988-Gardens_by_the_Bay-Singapore.html,0.8558,Positive,52,useful,useful,useful,3,,,
Gardens by the Bay,TampaBayTiger,Gardens by the Bay,40,2-Feb-20,What a fabulous place gardens by the bay is.It's certainly a testament to the ecological thinking of the Singaporean government.You could easily spend several hours walking around all the different exhibits within the gardensIt's also worth going during both the day and night hours to be able to get the full effect,https://media-cdn.tripadvisor.com/media/photo-f/02/2f/4b/78/tampabaytiger.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r742582666-Gardens_by_the_Bay-Singapore.html,0.8442,Positive,52,useful,useful,useful,3,,,
Gardens by the Bay,BecW106,Amazing display - a burst of greenery to enjoy,40,8-Jan-20,Lovely scenic area with great views everywhere. Expect a lot of people everywhere taking as many selfies as possible but once you get past all them you have an amazing view and displays to see. Recommend getting the combined ticked for all the displays and trees as much more economical and worthwhile.,https://media-cdn.tripadvisor.com/media/photo-l/0f/0f/89/9b/bec-w.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r737681339-Gardens_by_the_Bay-Singapore.html,0.9216,Positive,52,useful,useful,useful,3,,,
Gardens by the Bay,Bluelennyrs,Great for half a day,40,29-Oct-19,"We went and had a great half day here. Unfortunately, the forest dome was closed for maintenance and only the flower dome was open otherwise we might have spent longer there. Worth checking on the website before you go if anything is closed!!Nice to walk around the outside spaces as well though.",https://media-cdn.tripadvisor.com/media/photo-l/19/82/5f/39/bluelennyrs.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r722277406-Gardens_by_the_Bay-Singapore.html,0.7418,Positive,52,useful,useful,useful,3,,,
Sands Skypark Observation Deck,snchip,Nice views,50,5-Jan-20,"The hotel is very large and busy, but once we found the correct elevator to go up to the observation floor all was good. You have to pay to go to the 56th floor and all it is is an open area to walk around and get a view of the city. We ended up going back down and then paid more to go back up on another elevator at different location to go to the 57th floor with a bar and had a drink. That floor is worth it if you want to eat, drink or sit down. The 56th has no place to sit and no shade.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f4/d0/default-avatar-2020-33.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r736874204-Sands_Skypark_Observation_Deck-Singapore.html,0.1154,Positive,109,useful,useful,useful,3,,,
Sands Skypark Observation Deck,SurinderAnand,Skyline of Singapore,40,6-Feb-20,Place that gives you a glimpse of the City. Can be visited bith during day and early evening for different experience.,https://media-cdn.tripadvisor.com/media/photo-l/0a/1f/57/00/surinderanand.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r743209147-Sands_Skypark_Observation_Deck-Singapore.html,0,Neutral,21,not useful,not useful,not useful,0,,,
Jurong Bird Park,ET3121,visit ruined by rain,10,22-Jan-17,yes rain and thunder is an act of god. But poor staff handling isn't. no real explanations given. luckily we demanded refund bcos it wasn't offered freely. park is a fantastic attraction when weather permits but don't bother if weather is no good as a lot of walking involved and uncovered attractions,https://media-cdn.tripadvisor.com/media/photo-l/07/0a/76/26/john-g.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r453802772-Jurong_Bird_Park-Singapore.html,0.9121,Positive,52,useful,useful,useful,3,,,
